"#","timestamp","dataset","subset","subsubset","run","random","method","model","metric:accuracy","metric:f1_score","metric:runtime","metric:clstime","metric:totaltime","metric:candidates","metric:movelets","error","metric:accuracyTop5","name","key"
314,1669628472,"Animals","specific","specific",4,1,"RL","RF",85,0.8266666667,43421,1832.846,45253.846,23528,3228,"False",100,"RL-specific-RF","Animals_r4-specific-4"
368,1669628536,"Animals","specific","specific",5,1,"RL","NN",89.473682642,0.8947367668,42500,8992.255,51492.255,24164,3367,"False",100,"RL-specific-NN","Animals_r4-specific-5"
369,1669628536,"Animals","specific","specific",5,1,"RL","RF",89.4736842105,0.8966666667,42500,1936.209,44436.209,24164,3367,"False",100,"RL-specific-RF","Animals_r4-specific-5"
205,1669636316,"Animals","specific","specific",2,1,"SML","NN",38.0952388048,0,89363,21892.904,111255.904,9,3,"False",100,"SML-specific-NN","Animals_r4-specific-2"
206,1669636316,"Animals","specific","specific",2,1,"SML","RF",38.0952380952,0.1833333333,89363,1683.738,91046.738,9,3,"False",100,"SML-specific-RF","Animals_r4-specific-2"
260,1669636432,"Animals","specific","specific",3,1,"SML","NN",38.0952388048,0,88270,21569.394,109839.394,9,3,"False",100,"SML-specific-NN","Animals_r4-specific-3"
261,1669636432,"Animals","specific","specific",3,1,"SML","RF",38.0952380952,0.1833333333,88270,1654.715,89924.715,9,3,"False",100,"SML-specific-RF","Animals_r4-specific-3"
315,1669636553,"Animals","specific","specific",4,1,"SML","NN",50,0.2608695626,93212,22964.77,116176.77,9,3,"False",100,"SML-specific-NN","Animals_r4-specific-4"
316,1669636553,"Animals","specific","specific",4,1,"SML","RF",50,0.3933333333,93212,1898.293,95110.293,9,3,"False",100,"SML-specific-RF","Animals_r4-specific-4"
370,1669636677,"Animals","specific","specific",5,1,"SML","NN",36.8421047926,0,95399,23408.746,118807.746,9,3,"False",100,"SML-specific-NN","Animals_r4-specific-5"
371,1669636677,"Animals","specific","specific",5,1,"SML","RF",36.8421052632,0.18,95399,1649.808,97048.808,9,3,"False",100,"SML-specific-RF","Animals_r4-specific-5"
207,1669636789,"Animals","specific","specific",2,1,"SMLD2","NN",38.0952388048,0,82324,23444.318,105768.318,9,3,"False",100,"SMLD2-specific-NN","Animals_r4-specific-2"
208,1669636789,"Animals","specific","specific",2,1,"SMLD2","RF",38.0952380952,0.1833333333,82324,1874.332,84198.332,9,3,"False",100,"SMLD2-specific-RF","Animals_r4-specific-2"
262,1669636904,"Animals","specific","specific",3,1,"SMLD2","NN",38.0952388048,0,86034,22225.083,108259.083,9,3,"False",100,"SMLD2-specific-NN","Animals_r4-specific-3"
263,1669636904,"Animals","specific","specific",3,1,"SMLD2","RF",38.0952380952,0.1833333333,86034,1836.315,87870.315,9,3,"False",100,"SMLD2-specific-RF","Animals_r4-specific-3"
317,1669637022,"Animals","specific","specific",4,1,"SMLD2","NN",50,0.2608695626,89578,22036.786,111614.786,9,3,"False",100,"SMLD2-specific-NN","Animals_r4-specific-4"
318,1669637022,"Animals","specific","specific",4,1,"SMLD2","RF",50,0.3933333333,89578,1778.824,91356.824,9,3,"False",100,"SMLD2-specific-RF","Animals_r4-specific-4"
372,1669637133,"Animals","specific","specific",5,1,"SMLD2","NN",36.8421047926,0,82136,21312.066,103448.066,9,3,"False",100,"SMLD2-specific-NN","Animals_r4-specific-5"
373,1669637133,"Animals","specific","specific",5,1,"SMLD2","RF",36.8421052632,0.18,82136,1875.481,84011.481,9,3,"False",100,"SMLD2-specific-RF","Animals_r4-specific-5"
224,1669696005.66043,"Animals","specific","specific",2,1,"TRF","-",84.7619047619,0.8460836386,3883754.934,3883754.934,3883754.934,0,0,"False",0,"TRF-specific--","Animals_r4-specific-2"
279,1669699954.02273,"Animals","specific","specific",3,1,"TRF","-",90.4761904762,0.891503268,3945641.326,3945641.326,3945641.326,0,0,"False",0,"TRF-specific--","Animals_r4-specific-3"
334,1669703898.48782,"Animals","specific","specific",4,1,"TRF","-",70,0.6829059829,3941521.167,3941521.167,3941521.167,0,0,"False",0,"TRF-specific--","Animals_r4-specific-4"
389,1669707816.86754,"Animals","specific","specific",5,1,"TRF","-",84.2105263158,0.8461538462,3915616.372,3915616.372,3915616.372,0,0,"False",0,"TRF-specific--","Animals_r4-specific-5"
225,1669730169.76655,"Animals","specific","specific",2,1,"TXGB","-",78.5714285714,0.7815384615,9907452.602,9907452.602,9907452.602,0,0,"False",0,"TXGB-specific--","Animals_r4-specific-2"
280,1669738605.88954,"Animals","specific","specific",3,1,"TXGB","-",85.7142857143,0.8452020202,8425749.434,8425749.434,8425749.434,0,0,"False",0,"TXGB-specific--","Animals_r4-specific-3"
335,1669749368.7028,"Animals","specific","specific",4,1,"TXGB","-",70,0.6829059829,10757578.23,10757578.23,10757578.23,0,0,"False",0,"TXGB-specific--","Animals_r4-specific-4"
390,1669759904.10743,"Animals","specific","specific",5,1,"TXGB","-",78.9473684211,0.7936507937,10532303.877,10532303.877,10532303.877,0,0,"False",0,"TXGB-specific--","Animals_r4-specific-5"
226,1669628120,"Animals","specific","specific",2,1,"U","NN",90.4761910439,0.9047618508,30326,10042.913,40368.913,46958,10322,"False",100,"U-specific-NN","Animals_r4-specific-2"
227,1669628120,"Animals","specific","specific",2,1,"U","RF",85.7142857143,0.8566666667,30326,1992.981,32318.981,46958,10322,"False",100,"U-specific-RF","Animals_r4-specific-2"
281,1669628175,"Animals","specific","specific",3,1,"U","NN",85.7142865658,0.8571428061,34972,9631.521,44603.521,48953,10627,"False",100,"U-specific-NN","Animals_r4-specific-3"
282,1669628175,"Animals","specific","specific",3,1,"U","RF",85.7142857143,0.8533333333,34972,2142.429,37114.429,48953,10627,"False",100,"U-specific-RF","Animals_r4-specific-3"
336,1669628231,"Animals","specific","specific",4,1,"U","NN",85.0000023842,0.8499999642,33971,10669.004,44640.004,48337,10610,"False",100,"U-specific-NN","Animals_r4-specific-4"
337,1669628231,"Animals","specific","specific",4,1,"U","RF",90,0.8866666667,33971,1841.867,35812.867,48337,10610,"False",100,"U-specific-RF","Animals_r4-specific-4"
391,1669628288,"Animals","specific","specific",5,1,"U","NN",84.2105269432,0.8421052694,33621,9287.904,42908.904,50147,10992,"False",100,"U-specific-NN","Animals_r4-specific-5"
392,1669628288,"Animals","specific","specific",5,1,"U","RF",89.4736842105,0.8966666667,33621,1812.869,35433.869,50147,10992,"False",100,"U-specific-RF","Animals_r4-specific-5"
228,1669638531,"Animals","specific","specific",2,1,"Xiao","NN",76.1904776096,0.7999999523,2541,32097.688,34638.688,0,0,"False",100,"Xiao-specific-NN","Animals_r4-specific-2"
229,1669638531,"Animals","specific","specific",2,1,"Xiao","RF",80.9523809524,0.8033333333,2541,3506.064,6047.064,0,0,"False",100,"Xiao-specific-RF","Animals_r4-specific-2"
283,1669638577,"Animals","specific","specific",3,1,"Xiao","NN",90.4761910439,0.878048718,2451,30423.36,32874.36,0,0,"False",100,"Xiao-specific-NN","Animals_r4-specific-3"
284,1669638577,"Animals","specific","specific",3,1,"Xiao","RF",100,1,2451,4142.277,6593.277,0,0,"False",100,"Xiao-specific-RF","Animals_r4-specific-3"
338,1669638619,"Animals","specific","specific",4,1,"Xiao","NN",69.9999988079,0.6999999285,764,23391.758,24155.758,0,0,"False",100,"Xiao-specific-NN","Animals_r4-specific-4"
339,1669638619,"Animals","specific","specific",4,1,"Xiao","RF",80,0.79,764,1898.251,2662.251,0,0,"False",100,"Xiao-specific-RF","Animals_r4-specific-4"
393,1669638648,"Animals","specific","specific",5,1,"Xiao","NN",68.4210538864,0.6842104793,758,27971.616,28729.616,0,0,"False",100,"Xiao-specific-NN","Animals_r4-specific-5"
394,1669638648,"Animals","specific","specific",5,1,"Xiao","RF",68.4210526316,0.6933333333,758,1833.116,2591.116,0,0,"False",100,"Xiao-specific-RF","Animals_r4-specific-5"
230,1669638685,"Animals","specific","specific",2,1,"Zheng","NN",80.9523820877,0.7179486752,2134,32574.8,34708.8,0,0,"False",100,"Zheng-specific-NN","Animals_r4-specific-2"
231,1669638685,"Animals","specific","specific",2,1,"Zheng","RF",85.7142857143,0.86,2134,4402.391,6536.391,0,0,"False",100,"Zheng-specific-RF","Animals_r4-specific-2"
285,1669638731,"Animals","specific","specific",3,1,"Zheng","NN",76.1904776096,0.7179486752,1735,25412.464,27147.464,0,0,"False",100,"Zheng-specific-NN","Animals_r4-specific-3"
286,1669638731,"Animals","specific","specific",3,1,"Zheng","RF",95.2380952381,0.95,1735,2674.144,4409.144,0,0,"False",100,"Zheng-specific-RF","Animals_r4-specific-3"
340,1669638765,"Animals","specific","specific",4,1,"Zheng","NN",80.0000011921,0.6857142448,586,22054.707,22640.707,0,0,"False",100,"Zheng-specific-NN","Animals_r4-specific-4"
341,1669638765,"Animals","specific","specific",4,1,"Zheng","RF",80,0.7933333333,586,1794.822,2380.822,0,0,"False",100,"Zheng-specific-RF","Animals_r4-specific-4"
395,1669638793,"Animals","specific","specific",5,1,"Zheng","NN",57.8947365284,0.5945945382,580,22825.655,23405.655,0,0,"False",100,"Zheng-specific-NN","Animals_r4-specific-5"
396,1669638793,"Animals","specific","specific",5,1,"Zheng","RF",63.1578947368,0.6133333333,580,1908.761,2488.761,0,0,"False",100,"Zheng-specific-RF","Animals_r4-specific-5"
578,1671628113.53063,"Brightkite","specific","specific",1,1,"DEEPEST","-",95.9496255956,0.9448623452,78591813.475,78591813.475,78591813.475,0,0,"False",95.9496255956,"DEEPEST-specific--","Brightkite-specific-1"
579,1642185374,"Brightkite","specific","specific",1,1,"HL","NN",96.5963244438,0.963650763,9594410,267147.645,9861557.645,3053010,42646,"False",99.3192672729,"HL-specific-NN","Brightkite-specific-1"
580,1642185374,"Brightkite","specific","specific",1,1,"HL","RF",95.7794417971,0.9427,9594410,8843.745,9603253.745,3053010,42646,"False",99.1150442478,"HL-specific-RF","Brightkite-specific-1"
585,1642196397,"Brightkite","specific","specific",1,1,"HpL","NN",97.0728397369,0.9676398039,9501055,368057.833,9869112.833,594766,80113,"False",99.1831183434,"HpL-specific-NN","Brightkite-specific-1"
586,1642196397,"Brightkite","specific","specific",1,1,"HpL","RF",95.7794417971,0.9435333333,9501055,9975.856,9511030.856,594766,80113,"False",99.1150442478,"HpL-specific-RF","Brightkite-specific-1"
587,1644691639,"Brightkite","specific","specific",1,1,"HpTR50L","NN",96.8005418777,0.9661809206,20850246,377064.181,21227310.181,1172644,82708,"False",99.1150438786,"HpTR50L-specific-NN","Brightkite-specific-1"
588,1644691639,"Brightkite","specific","specific",1,1,"HpTR50L","RF",96.1198093941,0.9505,20850246,9348.63,20859594.63,1172644,82708,"False",99.0469707284,"HpTR50L-specific-RF","Brightkite-specific-1"
589,1644736651,"Brightkite","specific","specific",1,1,"HpTR75L","NN",96.7324733734,0.9664613008,15022862,386277.844,15409139.844,868477,82644,"False",99.1150438786,"HpTR75L-specific-NN","Brightkite-specific-1"
590,1644736651,"Brightkite","specific","specific",1,1,"HpTR75L","RF",95.9836623553,0.947,15022862,9775.48,15032637.48,868477,82644,"False",99.1831177672,"HpTR75L-specific-RF","Brightkite-specific-1"
581,1644669350,"Brightkite","specific","specific",1,1,"HTR50L","NN",96.8005418777,0.9670231342,43572372,200681.803,43773053.803,3054150,41747,"False",99.2511928082,"HTR50L-specific-NN","Brightkite-specific-1"
582,1644669350,"Brightkite","specific","specific",1,1,"HTR50L","RF",96.3921034717,0.9544666667,43572372,8539.126,43580911.126,3054150,41747,"False",99.4554118448,"HTR50L-specific-RF","Brightkite-specific-1"
583,1644720181,"Brightkite","specific","specific",1,1,"HTR75L","NN",96.5963244438,0.9633233547,23856732,208429.448,24065161.448,3034425,41668,"False",99.2511928082,"HTR75L-specific-NN","Brightkite-specific-1"
584,1644720181,"Brightkite","specific","specific",1,1,"HTR75L","RF",96.1878829135,0.9508,23856732,9274.538,23866006.538,3034425,41668,"False",99.319264806,"HTR75L-specific-RF","Brightkite-specific-1"
595,-1,"Brightkite","specific","specific",1,1,"MARC","-",96.4601769912,0.956810556,562922,562922,562922,0,0,"False",98.638529612,"MARC-specific--","Brightkite-specific-1"
596,1642129918,"Brightkite","specific","specific",1,1,"MML","NN",96.7324733734,0.9646219611,71492932,425215.546,71918147.546,6254925,90711,"False",99.1831183434,"MML-specific-NN","Brightkite-specific-1"
597,1642129918,"Brightkite","specific","specific",1,1,"MML","RF",96.7324710688,0.9609333333,71492932,9715.098,71502647.098,6254925,90711,"False",99.0469707284,"MML-specific-RF","Brightkite-specific-1"
598,1642246454,"Brightkite","specific","specific",1,1,"MMpL","NN",96.2559580803,0.961722374,21800324,98462.424,21898786.424,484650,10868,"False",98.8427519798,"MMpL-specific-NN","Brightkite-specific-1"
599,1642246454,"Brightkite","specific","specific",1,1,"MMpL","RF",95.9155888359,0.9504,21800324,6445.374,21806769.374,484650,10868,"False",98.7746766508,"MMpL-specific-RF","Brightkite-specific-1"
600,-1,"Brightkite","specific","poi_1",1,1,"NPOI_1","-",95.7794417971,0.9439048624,1637782.685,95284.589,1733067.274,0,0,"False",97.8216473792,"NPOI_1-poi_1--","Brightkite-specific-1"
601,-1,"Brightkite","specific","poi_1_2_3",1,1,"NPOI_1_2_3","-",95.1667801225,0.9365654033,1637782.685,690465.017,2328247.702,0,0,"False",97.5493533016,"NPOI_1_2_3-poi_1_2_3--","Brightkite-specific-1"
602,-1,"Brightkite","specific","poi_2",1,1,"NPOI_2","-",95.0306330837,0.9355411731,1637782.685,199421.445,1837204.13,0,0,"False",97.1409121852,"NPOI_2-poi_2--","Brightkite-specific-1"
603,-1,"Brightkite","specific","poi_3",1,1,"NPOI_3","-",91.9673247107,0.9060970106,1637782.685,321591.039,1959373.724,0,0,"False",94.3498978897,"NPOI_3-poi_3--","Brightkite-specific-1"
604,1642171899,"Brightkite","specific","specific",1,1,"RL","NN",97.2089886665,0.9677001834,16064790,318179.112,16382969.112,625803,66300,"False",99.2511928082,"RL-specific-NN","Brightkite-specific-1"
605,1642171899,"Brightkite","specific","specific",1,1,"RL","RF",97.1409121852,0.9624666667,16064790,8229.607,16073019.607,625803,66300,"False",99.3873383254,"RL-specific-RF","Brightkite-specific-1"
606,1642341092,"Brightkite","specific","specific",1,1,"SML","NN",96.7324733734,0.9640110731,94391860,110042.431,94501902.431,6254625,90708,"False",99.2511928082,"SML-specific-NN","Brightkite-specific-1"
607,1642341092,"Brightkite","specific","specific",1,1,"SML","RF",95.5071477195,0.9384666667,94391860,7082.097,94398942.097,6254625,90708,"False",99.0469707284,"SML-specific-RF","Brightkite-specific-1"
608,1642395634,"Brightkite","specific","specific",1,1,"SMLD2","NN",96.528249979,0.9621590972,54269656,103271.949,54372927.949,4129934,90287,"False",99.1150438786,"SMLD2-specific-NN","Brightkite-specific-1"
609,1642395634,"Brightkite","specific","specific",1,1,"SMLD2","RF",95.6432947583,0.943,54269656,6633.18,54276289.18,4129934,90287,"False",99.1150442478,"SMLD2-specific-RF","Brightkite-specific-1"
638,1671426706.85117,"Brightkite","specific","specific",1,1,"TRF","-",91.8311776719,0.8941046407,4657587.363,4657587.363,4657587.363,0,0,"False",0,"TRF-specific--","Brightkite-specific-1"
639,1671466663.18643,"Brightkite","specific","specific",1,1,"TXGB","-",86.0925799864,0.8066387486,21435186.402,21435186.402,21435186.402,0,0,"False",0,"TXGB-specific--","Brightkite-specific-1"
640,1661831589,"Brightkite","specific","specific",1,1,"U","NN",97.0728397369,0.9680507779,13163655,497217.583,13660872.583,948650,106213,"False",98.8427519798,"U-specific-NN","Brightkite-specific-1"
641,1661831589,"Brightkite","specific","specific",1,1,"U","RF",96.2559564329,0.9535666667,13163655,10092.397,13173747.397,948650,106213,"False",98.7746766508,"U-specific-RF","Brightkite-specific-1"
643,1671691341.87399,"Brightkite","specific","specific",2,1,"DEEPEST","-",96.0153937241,0.9461610807,63222198.596,63222198.596,63222198.596,0,0,"False",96.0153937241,"DEEPEST-specific--","Brightkite_r4-specific-2"
657,1671761164.0204,"Brightkite","specific","specific",3,1,"DEEPEST","-",94.8134556575,0.9393050351,69816383.945,69816383.945,69816383.945,0,0,"False",94.874617737,"DEEPEST-specific--","Brightkite_r4-specific-3"
670,1671828485.63206,"Brightkite","specific","specific",4,1,"DEEPEST","-",95.2198492462,0.937590267,67315163.538,67315163.538,67315163.538,0,0,"False",95.2198492462,"DEEPEST-specific--","Brightkite_r4-specific-4"
684,1671902045.84695,"Brightkite","specific","specific",5,1,"DEEPEST","-",95.7667103539,0.9463420338,73553373.525,73553373.525,73553373.525,0,0,"False",95.7667103539,"DEEPEST-specific--","Brightkite_r4-specific-5"
644,1673675030,"Brightkite","specific","specific",2,1,"HL","NN",97.0396697521,0.9680216312,103910256,223506.913,104133762.913,5823735,43260,"False",99.3487298489,"HL-specific-NN","Brightkite_r4-specific-2"
645,1673675030,"Brightkite","specific","specific",2,1,"HL","RF",96.8028419183,0.9576411784,103910256,9020.606,103919276.606,5823735,43260,"False",99.5263469509,"HL-specific-RF","Brightkite_r4-specific-2"
658,1673783939,"Brightkite","specific","specific",3,1,"HL","NN",95.9633052349,0.9622846246,107428988,225523.658,107654511.658,5895195,43934,"False",98.8379180431,"HL-specific-NN","Brightkite_r4-specific-3"
659,1673783939,"Brightkite","specific","specific",3,1,"HL","RF",95.6574923547,0.9496769472,107428988,9123.362,107438111.362,5895195,43934,"False",98.8990825688,"HL-specific-RF","Brightkite_r4-specific-3"
671,1673891773,"Brightkite","specific","specific",4,1,"HL","NN",96.1055278778,0.9628940821,106336962,230204.025,106567166.025,5872620,43852,"False",98.932158947,"HL-specific-NN","Brightkite_r4-specific-4"
672,1673891773,"Brightkite","specific","specific",4,1,"HL","RF",95.351758794,0.937670938,106336962,8940.747,106345902.747,5872620,43852,"False",98.8065326633,"HL-specific-RF","Brightkite_r4-specific-4"
685,-1,"Brightkite","specific","specific",5,1,"HL","NN",0,0,0,0,0,4470135,34527,"True",0,"HL-specific-NN","Brightkite_r4-specific-5"
646,-1,"Brightkite","specific","specific",2,1,"MARC","-",96.2107756069,0.9511793505,464489,464489,464489,0,0,"False",98.5198342214,"MARC-specific--","Brightkite_r4-specific-2"
660,-1,"Brightkite","specific","specific",3,1,"MARC","-",95.4740061162,0.9484350416,773103,773103,773103,0,0,"False",97.7981651376,"MARC-specific--","Brightkite_r4-specific-3"
673,-1,"Brightkite","specific","specific",4,1,"MARC","-",96.0427135678,0.9428468551,842730,842730,842730,0,0,"False",98.4296482412,"MARC-specific--","Brightkite_r4-specific-4"
686,-1,"Brightkite","specific","specific",5,1,"MARC","-",96.002621232,0.9482826234,628108,628108,628108,0,0,"False",98.623853211,"MARC-specific--","Brightkite_r4-specific-5"
647,-1,"Brightkite","specific","poi_1",2,1,"NPOI_1","-",95.7963291889,0.945239326,1266215.552,0,1266215.552,0,0,"False",98.342214328,"NPOI_1-poi_1--","Brightkite_r4-specific-2"
661,-1,"Brightkite","specific","poi_1",3,1,"NPOI_1","-",94.6177370031,0.9340616038,1271561.63,0,1271561.63,0,0,"False",97.0642201835,"NPOI_1-poi_1--","Brightkite_r4-specific-3"
674,-1,"Brightkite","specific","poi_1",4,1,"NPOI_1","-",95.2889447236,0.9353234163,1273291.151,0,1273291.151,0,0,"False",97.675879397,"NPOI_1-poi_1--","Brightkite_r4-specific-4"
